PokemonsName	TrainersName	CurrentLevel	primaryType	secondaryType
Girafarig	Cooltrainer♂ Niled	50	1	14
Umbreon	Cooltrainer♂ Noxon	64	12	NULL
Milotic	Cooltrainer♂ Noxon	64	2	NULL
Regice	Cooltrainer♂ Noxon	64	17	NULL
Ludicolo	Cooltrainer♂ Noxon	64	2	3
Articuno	Cooltrainer♂ Noxon	64	17	18
Ledyba	Cooltrainer♀ Quelor	21	8	18
Spoink	Cooltrainer♀ Quelor	21	14	NULL
Bellossom	Cooltrainer♀ Quelor	21	3	NULL
Mew	Cooltrainer♀ Rapeel	100	14	NULL
Raikou	Cooltrainer♀ Rapeel	100	9	NULL
Nuzleaf	Cooltrainer♀ Roze	31	3	12
Graveler	Cooltrainer♀ Roze	29	4	6
Dewgong	Cooltrainer♀ Tensin	50	2	17
Sunflora	Cooltrainer♂ Teslor	22	3	NULL
Furret	Cooltrainer♂ Teslor	22	1	NULL
Linoone	Cooltrainer♂ Teslor	22	1	NULL
Shiftry	Cooltrainer♂ Tetil	69	3	12
Jumpluff	Cooltrainer♂ Tetil	69	3	18
Houndoom	Cooltrainer♂ Tetil	69	12	5
Castform	Cooltrainer♂ Tetil	69	1	NULL
Flygon	Cooltrainer♂ Tetil	69	6	10
Smeargle	Actor Fabio*	99	1	NULL
Smeargle	Actress Isabella*	99	1	NULL
Emolga	Actress Tallulah	62	9	18
Slowbro	Aether Foundation Faba	61	2	14
Raichu	Aether Foundation Faba	61	9	NULL
Alakazam	Aether Foundation Faba	61	14	NULL
Hypno	Aether Foundation Faba	61	14	NULL
Dugtrio	Aether Foundation Employee ♂	37	6	NULL
Sliggoo	Aether Foundation Employee ♂	37	10	NULL
Herdier	Aether Foundation Employee ♀	36	1	NULL
Lumineon	Aether Foundation Employee ♀	37	2	NULL
Shelgon	Aether Foundation Employee ♀	37	10	NULL
Parasect	Aether Foundation Employee ♂	36	8	3
Drifblim	Aether Foundation Employee ♂	36	15	18
Vibrava	Aether Foundation Employee ♂	37	6	10
Primeape	Aether Foundation Employee ♂	37	13	NULL
Muk	Aether Foundation Employee *	37	7	NULL
Magneton	Aether Foundation Employee *	37	9	11
Porygon2	Aether Foundation Employee *	37	1	NULL
Machoke	Aether Foundation Employee ♂ *	37	13	NULL
Vanillish	Aether Foundation Employee ♀ *	37	17	NULL
Pelipper	Aether Foundation Employee ♂ *	37	2	18
Magmar	Aether Foundation Employee ♂ *	38	5	NULL
Electabuzz	Aether Foundation Employee ♂ *	38	9	NULL
Ledian	Aether Foundation Employee ♂ *	38	8	18
Carvanha	Aqua Admin Matt	20	2	12
Poochyena	Aqua Admin Matt	20	12	NULL
Carvanha	Aqua Admin Matt	20	2	12
Carvanha	Aqua Admin Matt	32	2	12
Mightyena	Aqua Admin Matt	32	12	NULL
Sharpedo	Aqua Admin Matt	32	2	12
Carvanha	Aqua Admin Shelly	28	2	12
Mightyena	Aqua Admin Shelly	28	12	NULL
Sharpedo	Aqua Admin Shelly	38	2	12
Mightyena	Aqua Admin Shelly	38	12	NULL
Carvanha	Aqua Admin Shelly	28	2	12
Mightyena	Aqua Admin Shelly	28	12	NULL
Sharpedo	Aqua Admin Shelly	37	2	12
Mightyena	Aqua Admin Shelly	37	12	NULL
Mightyena	Aqua Admin Matt	34	12	NULL
Golbat	Aqua Admin Matt	34	7	18
Mightyena	Aqua Admin Shelly	23	12	NULL
Carvanha	Aqua Admin Shelly	23	2	12
Grimer	Aqua Admin Shelly	24	7	NULL
Carvanha	Aqua Admin Shelly	24	2	12
Sharpedo	Aqua Admin Shelly	32	2	12
Sharpedo	Aqua Admin Matt	31	2	12
Sharpedo	Aqua Admin Matt	38	2	12
Sharpedo	Aqua Admin Matt	39	2	12
Sharpedo	Aqua Admin Matt	53	2	12
Sharpedo	Aqua Admin Matt	55	2	12
Pineco	Area Leader Arth	25	8	NULL
Ledyba	Area Leader Arth	25	8	18
Surskit	Area Leader Arth	25	8	2
Nincada	Area Leader Arth	24	8	6
Anorith	Area Leader Arth	24	4	8
Mawile	Area Leader Athey	48	11	16
Machoke	Area Leader Athey	48	13	NULL
Quagsire	Area Leader Athey	49	2	6
Dusclops	Area Leader Athey	49	15	NULL
Altaria	Area Leader Athey	50	10	18
Wobbuffet	Area Leader Loko	45	14	NULL
Wailmer	Area Leader Loko	45	2	NULL
Ariados	Area Leader Loko	45	8	7
Azumarill	Area Leader Loko	44	2	16
Wigglytuff	Area Leader Loko	44	1	16
Tropius	Area Leader Norus	60	3	18
Ludicolo	Area Leader Norus	60	2	3
Vileplume	Area Leader Norus	59	3	7
Bellossom	Area Leader Norus	59	3	NULL
Shiftry	Area Leader Norus	60	3	12
Surskit	Area Leader Renson	30	8	2
Goldeen	Area Leader Renson	30	2	NULL
Corphish	Area Leader Renson	29	2	NULL
Horsea	Area Leader Renson	29	2	NULL
Staryu	Area Leader Renson	28	2	NULL
Hariyama	Area Leader Shobon	52	13	NULL
Cacturne	Area Leader Shobon	53	3	12
Weezing	Area Leader Shobon	53	7	NULL
Golem	Area Leader Shobon	54	4	6
Starmie	Area Leader Shobon	55	2	14
Rhyhorn	Area Leader Trinch	35	6	4
Phanpy	Area Leader Trinch	35	6	NULL
Barboach	Area Leader Trinch	34	2	6
Nosepass	Area Leader Trinch	34	4	NULL
Lileep	Area Leader Trinch	34	4	3
Whismur	Area Leader Vander	20	1	NULL
Jigglypuff	Area Leader Vander	20	1	16
Slakoth	Area Leader Vander	19	1	NULL
Skitty	Area Leader Vander	19	1	NULL
Zigzagoon	Area Leader Vander	18	1	NULL
Beautifly	Area Leader Zentin	40	8	18
Swellow	Area Leader Zentin	40	1	18
Golbat	Area Leader Zentin	40	7	18
Masquerain	Area Leader Zentin	39	8	18
Pelipper	Area Leader Zentin	39	2	18
Regirock	Area Leader Axley	50	4	NULL
Regice	Area Leader Axley	50	17	NULL
Registeel	Area Leader Axley	50	11	NULL
Relicanth	Area Leader Axley	50	2	4
Wailord	Area Leader Axley	50	2	NULL
Flygon	Area Leader Axley	50	6	10
Bayleef	Area Leader Cryal	50	3	NULL
Quilava	Area Leader Cryal	50	5	NULL
Croconaw	Area Leader Cryal	50	2	NULL
Murkrow	Area Leader Cryal	50	12	18
Medicham	Area Leader Cryal	50	13	14
Sealeo	Area Leader Cryal	50	17	2
Groudon	Area Leader Dessa	50	6	NULL
Castform	Area Leader Dessa	50	1	NULL
Shuckle	Area Leader Dessa	50	8	4
Electrode	Area Leader Dessa	50	9	NULL
Jumpluff	Area Leader Dessa	50	3	18
Swalot	Area Leader Dessa	50	7	NULL
Graveler	Area Leader Erben	50	4	6
Roselia	Area Leader Erben	50	3	7
Loudred	Area Leader Erben	50	1	NULL
Wobbuffet	Area Leader Erben	50	14	NULL
Delcatty	Area Leader Erben	50	1	NULL
Machoke	Area Leader Erben	50	13	NULL
Sneasel	Area Leader Glydin	50	12	17
Sharpedo	Area Leader Glydin	50	2	12
Seadra	Area Leader Glydin	50	2	NULL
Golbat	Area Leader Glydin	50	7	18
Hitmontop	Area Leader Glydin	50	13	NULL
Girafarig	Area Leader Glydin	50	1	14
Geodude	Area Leader Leven	50	4	6
Sandshrew	Area Leader Leven	50	6	NULL
Baltoy	Area Leader Leven	50	6	14
Larvitar	Area Leader Leven	50	4	6
Trapinch	Area Leader Leven	50	6	NULL
Rhyhorn	Area Leader Leven	50	6	4
Kadabra	Area Leader Slewis	50	14	NULL
Mawile	Area Leader Slewis	50	11	16
Dustox	Area Leader Slewis	50	8	7
Swellow	Area Leader Slewis	50	1	18
Grovyle	Area Leader Slewis	50	3	NULL
Marshtomp	Area Leader Slewis	50	2	6
Baltoy	Area Leader Vannos	50	6	14
Beldum	Area Leader Vannos	50	11	14
Bagon	Area Leader Vannos	50	10	NULL
Remoraid	Area Leader Vannos	50	2	NULL
Slaking	Area Leader Vannos	50	1	NULL
Larvitar	Area Leader Vannos	50	4	6
Slaking	Area Leader Vario	50	1	NULL
Gyarados	Area Leader Vario	50	2	18
Aggron	Area Leader Vario	50	11	4
Walrein	Area Leader Vario	50	17	2
Manectric	Area Leader Vario	50	9	NULL
Cacturne	Area Leader Vario	50	3	12
Anorith	Area Leader Altor	50	4	8
Ledian	Area Leader Altor	50	8	18
Beautifly	Area Leader Altor	50	8	18
Ariados	Area Leader Altor	50	8	7
Dustox	Area Leader Altor	50	8	7
Yanma	Area Leader Altor	50	8	18
Piloswine	Area Leader Atrice	50	17	6
Wailord	Area Leader Atrice	50	2	NULL
Gloom	Area Leader Atrice	50	3	7
Pinsir	Area Leader Atrice	50	8	NULL
Tentacruel	Area Leader Atrice	50	2	7
Weezing	Area Leader Atrice	50	7	NULL
Zubat	Area Leader Elion	50	7	18
Doduo	Area Leader Elion	50	1	18
Hoothoot	Area Leader Elion	50	1	18
Swablu	Area Leader Elion	50	1	18
Taillow	Area Leader Elion	50	1	18
Wingull	Area Leader Elion	50	2	18
Shuckle	Area Leader Konaik	50	8	4
Wobbuffet	Area Leader Konaik	50	14	NULL
Dusclops	Area Leader Konaik	50	15	NULL
Wynaut	Area Leader Konaik	50	14	NULL
Cradily	Area Leader Konaik	50	4	3
Milotic	Area Leader Konaik	50	2	NULL
Quilava	Area Leader Kucher	50	5	NULL
Marshtomp	Area Leader Kucher	50	2	6
Bayleef	Area Leader Kucher	50	3	NULL
Combusken	Area Leader Kucher	50	5	13
Croconaw	Area Leader Kucher	50	2	NULL
Grovyle	Area Leader Kucher	50	3	NULL
Vileplume	Area Leader Langot	50	3	7
Altaria	Area Leader Langot	50	10	18
Ursaring	Area Leader Langot	50	1	NULL
Furret	Area Leader Langot	50	1	NULL
Banette	Area Leader Langot	50	15	NULL
Golem	Area Leader Langot	50	4	6
Gardevoir	Area Leader Mortac	50	14	16
Banette	Area Leader Mortac	50	15	NULL
Misdreavus	Area Leader Mortac	50	15	NULL
Ninetales	Area Leader Mortac	50	5	NULL
Muk	Area Leader Mortac	50	7	NULL
Dusclops	Area Leader Mortac	50	15	NULL
Starmie	Area Leader Neblek	50	2	14
Regice	Area Leader Neblek	50	17	NULL
Porygon2	Area Leader Neblek	50	1	NULL
Electrode	Area Leader Neblek	50	9	NULL
Magneton	Area Leader Neblek	50	9	11
Solrock	Area Leader Neblek	50	4	14
Tentacruel	Area Leader Vernice	50	2	7
Ampharos	Area Leader Vernice	50	9	NULL
Phanpy	Area Leader Vernice	50	6	NULL
Ninetales	Area Leader Vernice	50	5	NULL
Relicanth	Area Leader Vernice	50	2	4
Sealeo	Area Leader Vernice	50	17	2
Hitmontop	Area Leader Boyden	29	13	NULL
Anorith	Area Leader Boyden	30	4	8
Wigglytuff	Area Leader Boyden	30	1	16
Sableye	Area Leader Calus	43	12	15
Mightyena	Area Leader Calus	43	12	NULL
Marshtomp	Area Leader Calus	43	2	6
Combusken	Area Leader Calus	43	5	13
Grovyle	Area Leader Calus	43	3	NULL
Mudkip	Area Leader Eldof	15	2	NULL
Lotad	Area Leader Eldof	15	2	3
Wingull	Area Leader Eldof	12	2	18
Castform	Area Leader Hampy	43	1	NULL
Lunatone	Area Leader Hampy	44	4	14
Exploud	Area Leader Hampy	45	1	NULL
Solrock	Area Leader Hampy	44	4	14
Blaziken	Area Leader Naday	62	5	13
Salamence	Area Leader Naday	62	10	18
Heracross	Area Leader Naday	62	8	13
Gyarados	Area Leader Naday	62	2	18
Machamp	Area Leader Naday	61	13	NULL
Typhlosion	Area Leader Nocom	60	5	NULL
Espeon	Area Leader Nocom	60	14	NULL
Alakazam	Area Leader Nocom	61	14	NULL
Gardevoir	Area Leader Nocom	59	14	16
Houndoom	Area Leader Nocom	61	12	5
Regirock	Area Leader Ragen	67	4	NULL
Metagross	Area Leader Ragen	67	11	14
Skarmory	Area Leader Ragen	65	11	18
Aggron	Area Leader Ragen	67	11	4
Gligar	Area Leader Ragen	65	6	18
Electrike	Area Leader Taria	29	9	NULL
Spinda	Area Leader Taria	28	1	NULL
Furret	Area Leader Taria	28	1	NULL
Whismur	Area Leader Vander	12	1	NULL
Machop	Area Leader Vander	13	13	NULL
Zigzagoon	Area Leader Vander	12	1	NULL
Roselia	Aroma Lady Daisy	16	3	7
Shroomish	Aroma Lady Rose	16	3	NULL
Roselia	Aroma Lady Rose	16	3	7
Shroomish	Aroma Lady Rose	26	3	NULL
Roselia	Aroma Lady Rose	26	3	7
Shroomish	Aroma Lady Rose	28	3	NULL
Gloom	Aroma Lady Rose	28	3	7
Roselia	Aroma Lady Rose	28	3	7
Shroomish	Aroma Lady Rose	31	3	NULL
Gloom	Aroma Lady Rose	31	3	7
Roselia	Aroma Lady Rose	31	3	7
Breloom	Aroma Lady Rose	34	3	13
Gloom	Aroma Lady Rose	34	3	7
Roselia	Aroma Lady Rose	34	3	7
Shroomish	Aroma Lady Violet	25	3	NULL
Gloom	Aroma Lady Violet	25	3	7
Breloom	Aroma Lady Violet	25	3	13
Roselia	Aroma Lady Celina	18	3	7
Shroomish	Aroma Lady Daisy	14	3	NULL
Roselia	Aroma Lady Daisy	14	3	7
Roselia	Aroma Lady Rose	14	3	7
Shroomish	Aroma Lady Rose	14	3	NULL
Roselia	Aroma Lady Rose	14	3	7
Shroomish	Aroma Lady Rose	26	3	NULL
Roselia	Aroma Lady Rose	26	3	7
Shroomish	Aroma Lady Rose	28	3	NULL
Gloom	Aroma Lady Rose	28	3	7
Roselia	Aroma Lady Rose	28	3	7
Shroomish	Aroma Lady Rose	31	3	NULL
Gloom	Aroma Lady Rose	31	3	7
Roselia	Aroma Lady Rose	31	3	7
Breloom	Aroma Lady Rose	34	3	13
Gloom	Aroma Lady Rose	34	3	7
Roselia	Aroma Lady Rose	34	3	7
Shroomish	Aroma Lady Shayla	18	3	NULL
Roselia	Aroma Lady Shayla	18	3	7
Roselia	Aroma Lady Violet	26	3	7
Gloom	Aroma Lady Violet	26	3	7
Bellossom	Aroma Lady Miah	50	3	NULL
Bellossom	Aroma Lady Miah	50	3	NULL
Vileplume	Aroma Lady Natalia	50	3	7
Bellsprout	Aroma Lady Nikki	37	3	7
Weepinbell	Aroma Lady Nikki	37	3	7
Sunkern	Aroma Lady Rose	49	3	NULL
Sunflora	Aroma Lady Rose	49	3	NULL
Bulbasaur	Aroma Lady Violet	36	3	7
Ivysaur	Aroma Lady Violet	36	3	7
Ivysaur	Aroma Lady Violet	36	3	7
Roselia	Aroma Lady Alison(Tag battle)	23	3	7
Turtwig	Aroma Lady Angela	17	3	NULL
Budew	Aroma Lady Elizabeth	14	3	7
Budew	Aroma Lady Elizabeth	19	3	7
Roselia	Aroma Lady Elizabeth	31	3	7
Roselia	Aroma Lady Elizabeth	55	3	7
Combee	Aroma Lady Hannah	16	8	18
Roselia	Aroma Lady Hannah	18	3	7
Budew	Aroma Lady Jenna	14	3	7
Budew	Aroma Lady Jenna	13	3	7
Budew	Aroma Lady Jenna	15	3	7
Budew	Aroma Lady Taylor	7	3	7
Cherubi	Aroma Lady Taylor	7	3	NULL
Roselia	Aroma Lady Alison(Tag battle)	28	3	7
Roselia	Aroma Lady Angela	19	3	7
Roselia	Aroma Lady Elizabeth(Rematch)	14	3	7
Roselia	Aroma Lady Elizabeth(Rematch)	24	3	7
Roselia	Aroma Lady Elizabeth(Rematch)	35	3	7
Roserade	Aroma Lady Elizabeth(Rematch)	54	3	7
Roselia	Aroma Lady Hannah	18	3	7
Combee	Aroma Lady Hannah	22	8	18
Budew	Aroma Lady Jenna	15	3	7
Budew	Aroma Lady Jenna	16	3	7
Budew	Aroma Lady Jenna	17	3	7
Budew	Aroma Lady Taylor	9	3	7
Cherubi	Aroma Lady Taylor	11	3	NULL
Roselia	Aroma Lady Daisy	17	3	7
Oddish	Aroma Lady Rose	16	3	7
Roselia	Aroma Lady Rose	16	3	7
Gloom	Aroma Lady Rose	25	3	7
Roselia	Aroma Lady Rose	25	3	7
Gloom	Aroma Lady Rose	32	3	7
Roselia	Aroma Lady Rose	32	3	7
Sunkern	Aroma Lady Rose	42	3	NULL
Roselia	Aroma Lady Rose	42	3	7
Bellossom	Aroma Lady Rose	42	3	NULL
Bellossom	Aroma Lady Rose	48	3	NULL
Sunflora	Aroma Lady Rose	48	3	NULL
Roserade	Aroma Lady Rose	48	3	7
Gogoat	Aroma Lady Thyme	55	3	NULL
Goodra	Aroma Lady Thyme	55	10	NULL
Vileplume	Aroma Lady Violet	36	3	7
Bonsly	Artist William	17	4	NULL
Sudowoodo	Artist William	29	4	NULL
Sudowoodo	Artist William	39	4	NULL
Sudowoodo	Artist William	59	4	NULL
Kricketune	Artist Ismael(Tag battle)	28	8	NULL
Bonsly	Artist William	20	4	NULL
Sudowoodo	Artist William	33	4	NULL
Sudowoodo	Artist William	43	4	NULL
Smeargle	Artist William	60	1	NULL
Sudowoodo	Artist William	57	4	NULL
Sigilyph	Artist Horton	23	14	18
Smeargle	Artist Pierre	65	1	NULL
Camerupt	Artist Zach	65	5	6
Sunflora	Artist Gough	42	3	NULL
Sigilyph	Artist Horton	25	14	18
Smeargle	Artist Pierre	62	1	NULL
Smeargle	Artist♀ Georgia	16	1	NULL
Smeargle	Artist♂ Pierre	16	1	NULL
Smeargle	Artist♂ Salvador	44	1	NULL
Smeargle	Artist♂ Vincent	58	1	NULL
Smeargle	Artist Family Mona & Paolo	16	1	NULL
Smeargle	Artist Family Mona & Paolo	16	1	NULL
Psyduck	Athlete♀ Adel	41	2	NULL
Pineco	Athlete♀ Adel	41	8	NULL
Pikachu	Athlete♀ Aidel	39	9	NULL
Vulpix	Athlete♀ Aidel	38	5	NULL
Pikachu	Athlete♀ Aidel	40	9	NULL
Vulpix	Athlete♀ Aidel	39	5	NULL
Abra	Athlete♀ Aidel	38	14	NULL
Geodude	Athlete♂ Albac	23	4	6
Sandshrew	Athlete♂ Albac	22	6	NULL
Snorunt	Athlete♂ Bilal	40	17	NULL
Taillow	Athlete♂ Bilal	40	1	18
Beldum	Athlete♀ Caden	21	11	14
Barboach	Athlete♀ Caden	22	2	6
Mantine	Athlete♀ Crisom	60	2	18
Seaking	Athlete♀ Crisom	60	2	NULL
Huntail	Athlete♀ Crisom	60	2	NULL
Gorebyss	Athlete♀ Crisom	60	2	NULL
Metang	Athlete♀ Dian	52	11	14
Granbull	Athlete♀ Dian	51	16	NULL
Jumpluff	Athlete♀ Dian	51	3	18
Xatu	Athlete♀ Dian	53	14	18
Girafarig	Athlete♂ Dobel	54	1	14
Ninjask	Athlete♂ Dobel	55	8	18
Zangoose	Athlete♂ Dobel	54	1	NULL
Dodrio	Athlete♂ Dobel	55	1	18
Wooper	Athlete♀ Emia	41	2	6
Sandshrew	Athlete♀ Emia	41	6	NULL
Misdreavus	Athlete♂ Lorge	64	15	NULL
Kadabra	Athlete♂ Lorge	64	14	NULL
Seadra	Athlete♂ Lorge	65	2	NULL
Kecleon	Athlete♂ Lorge	65	1	NULL
Mawile	Athlete♂ Magro	37	11	16
Corsola	Athlete♂ Magro	37	2	4
Graveler	Athlete♂ Magro	38	4	6
Ninjask	Athlete♂ Meton	48	8	18
Dodrio	Athlete♂ Meton	47	1	18
Jumpluff	Athlete♂ Meton	48	3	18
Linoone	Athlete♂ Meton	45	1	NULL
Electrode	Athlete♂ Raus	60	9	NULL
Misdreavus	Athlete♂ Raus	60	15	NULL
Ninetales	Athlete♂ Raus	60	5	NULL
Camerupt	Athlete♂ Raus	60	5	6
Wooper	Athlete♂ Rinos	18	2	6
Trapinch	Athlete♂ Rinos	19	6	NULL
Geodude	Athlete♀ Wina	28	4	6
Mawile	Athlete♀ Wina	29	11	16
Latios	Athlete♀ Aleja	50	10	14
Sceptile	Athlete♀ Aleja	50	3	NULL
Armaldo	Athlete♀ Aleja	50	4	8
Camerupt	Athlete♀ Aleja	50	5	6
Glalie	Athlete♀ Aleja	50	17	NULL
Manectric	Athlete♀ Aleja	50	9	NULL
Wailmer	Athlete♂ Busik	50	2	NULL
Corphish	Athlete♂ Busik	50	2	NULL
Snorunt	Athlete♂ Busik	50	17	NULL
Swinub	Athlete♂ Busik	50	17	6
Sentret	Athlete♂ Busik	50	1	NULL
Ledyba	Athlete♂ Busik	50	8	18
Corphish	Athlete♂ Deron	50	2	NULL
Cacnea	Athlete♂ Deron	50	3	NULL
Carvanha	Athlete♂ Deron	50	2	12
Phanpy	Athlete♂ Deron	50	6	NULL
Electrike	Athlete♂ Deron	50	9	NULL
Beldum	Athlete♂ Deron	50	11	14
Wooper	Athlete♀ Dilasi	50	2	6
Gligar	Athlete♀ Dilasi	50	6	18
Cacnea	Athlete♀ Dilasi	50	3	NULL
Flaaffy	Athlete♀ Dilasi	50	9	NULL
Swinub	Athlete♀ Dilasi	50	17	6
Numel	Athlete♀ Dilasi	50	5	6
Heracross	Athlete♂ Gatik	50	8	13
Tropius	Athlete♂ Gatik	50	3	18
Chimecho	Athlete♂ Gatik	50	14	NULL
Sharpedo	Athlete♂ Gatik	50	2	12
Sunflora	Athlete♂ Gatik	50	3	NULL
Dusclops	Athlete♂ Gatik	50	15	NULL
Castform	Athlete♂ Gulor	50	1	NULL
Natu	Athlete♂ Gulor	50	14	18
Wailmer	Athlete♂ Gulor	50	2	NULL
Metang	Athlete♂ Gulor	50	11	14
Shelgon	Athlete♂ Gulor	50	10	NULL
Mightyena	Athlete♂ Gulor	50	12	NULL
Volbeat	Athlete♀ Kimber	50	8	NULL
Marshtomp	Athlete♀ Kimber	50	2	6
Illumise	Athlete♀ Kimber	50	8	NULL
Jigglypuff	Athlete♀ Kimber	50	1	16
Kadabra	Athlete♀ Kimber	50	14	NULL
Spheal	Athlete♀ Kimber	50	17	2
Gyarados	Athlete♂ Latrin	50	2	18
Quilava	Athlete♂ Latrin	50	5	NULL
Pupitar	Athlete♂ Latrin	50	4	6
Shelgon	Athlete♂ Latrin	50	10	NULL
Whiscash	Athlete♂ Latrin	50	2	6
Croconaw	Athlete♂ Latrin	50	2	NULL
Quilava	Athlete♀ Mazzel	50	5	NULL
Sealeo	Athlete♀ Mazzel	50	17	2
Girafarig	Athlete♀ Mazzel	50	1	14
Miltank	Athlete♀ Mazzel	50	1	NULL
Golem	Athlete♀ Mazzel	50	4	6
Bayleef	Athlete♀ Mazzel	50	3	NULL
Breloom	Athlete♂ Menzon	50	3	13
Seadra	Athlete♂ Menzon	50	2	NULL
Quagsire	Athlete♂ Menzon	50	2	6
Noctowl	Athlete♂ Menzon	50	1	18
Vigoroth	Athlete♂ Menzon	50	1	NULL
Misdreavus	Athlete♂ Menzon	50	15	NULL
Tyranitar	Athlete♂ Naga	100	4	12
Cacturne	Athlete♂ Naga	100	3	12
Gligar	Athlete♂ Naga	100	6	18
Magneton	Athlete♂ Naga	100	9	11
Flygon	Athlete♂ Naga	100	6	10
Registeel	Athlete♂ Naga	100	11	NULL
Raikou	Athlete♀ Nomol	50	9	NULL
Ninetales	Athlete♀ Nomol	50	5	NULL
Weezing	Athlete♀ Nomol	50	7	NULL
Shuckle	Athlete♀ Nomol	50	8	4
Armaldo	Athlete♀ Nomol	50	4	8
Xatu	Athlete♀ Nomol	50	14	18
Whismur	Athlete♀ Pasha	50	1	NULL
Shuppet	Athlete♀ Pasha	50	15	NULL
Slugma	Athlete♀ Pasha	50	5	NULL
Nincada	Athlete♀ Pasha	50	8	6
Barboach	Athlete♀ Pasha	50	2	6
Meditite	Athlete♀ Pasha	50	13	14
Wooper	Athlete♀ Sano	50	2	6
Cascoon	Athlete♀ Sano	50	8	NULL
Feebas	Athlete♀ Sano	50	2	NULL
Nincada	Athlete♀ Sano	50	8	6
Lotad	Athlete♀ Sano	50	2	3
Igglybuff	Athlete♀ Sano	50	1	16
Sunflora	Athlete♂ Senton	50	3	NULL
Heracross	Athlete♂ Senton	50	8	13
Chimecho	Athlete♂ Senton	50	14	NULL
Ninjask	Athlete♂ Senton	50	8	18
Sharpedo	Athlete♂ Senton	50	2	12
Banette	Athlete♂ Senton	50	15	NULL
Dusclops	Athlete♂ Taot	50	15	NULL
Porygon2	Athlete♂ Taot	50	1	NULL
Wigglytuff	Athlete♂ Taot	50	1	16
Miltank	Athlete♂ Taot	50	1	NULL
Girafarig	Athlete♂ Taot	50	1	14
Granbull	Athlete♂ Taot	50	16	NULL
Swablu	Athlete♂ Tria	50	1	18
Feebas	Athlete♂ Tria	50	2	NULL
Chinchou	Athlete♂ Tria	50	2	9
Aron	Athlete♂ Tria	50	11	4
Barboach	Athlete♂ Tria	50	2	6
Hoppip	Athlete♂ Tria	50	3	18
Pikachu	Athlete♂ Varian	50	9	NULL
Psyduck	Athlete♂ Varian	50	2	NULL
Treecko	Athlete♂ Varian	50	3	NULL
Larvitar	Athlete♂ Varian	50	4	6
Mudkip	Athlete♂ Varian	50	2	NULL
Torchic	Athlete♂ Varian	50	5	NULL
Cradily	Athlete♀ Ziale	50	4	3
Pinsir	Athlete♀ Ziale	50	8	NULL
Armaldo	Athlete♀ Ziale	50	4	8
Miltank	Athlete♀ Ziale	50	1	NULL
Claydol	Athlete♀ Ziale	50	6	14
Wailord	Athlete♀ Ziale	50	2	NULL
Herdier	Athletic Siblings  Alyssa and Sho	27	1	NULL
Fletchinder	Athletic Siblings  Alyssa and Sho	27	5	18
Whimsicott	Backers♀ Ai & Ciel	65	3	16
Lilligant	Backers♀ Ai & Ciel	65	3	NULL
Simisage	Backers♂ Alf & Fred	65	3	NULL
Bisharp	Backers♂ Alf & Fred	65	12	11
Pansear	Backers♀ Ami & Eira	31	5	NULL
Panpour	Backers♀ Ami & Eira	31	2	NULL
Simisear	Backers♀ Ami & Eira	39	5	NULL
Simipour	Backers♀ Ami & Eira	39	2	NULL
Simisear	Backers♀ Ami & Eira	65	5	NULL
Simipour	Backers♀ Ami & Eira	65	2	NULL
Sawk	Backers♀ Cam & Abby	65	13	NULL
Throh	Backers♀ Cam & Abby	65	13	NULL
Swoobat	Backers♀ Fey & Sue	65	14	18
Swoobat	Backers♀ Fey & Sue	65	14	18
Darumaka	Backers♂ Hawk & Dar	31	5	NULL
Darumaka	Backers♂ Hawk & Dar	31	5	NULL
Zebstrika	Backers♂ Joe & Ross	31	9	NULL
Zebstrika	Backers♂ Joe & Ross	31	9	NULL
Zebstrika	Backers♂ Joe & Ross	39	9	NULL
Zebstrika	Backers♂ Joe & Ross	39	9	NULL
Zebstrika	Backers♂ Joe & Ross	65	9	NULL
Jellicent	Backers♂ Joe & Ross	65	2	15
Stoutland	Backers♀ Kat & Phae	65	1	NULL
Bouffalant	Backers♀ Kat & Phae	65	1	NULL
Ducklett	Backers♀ Kay & Ali	31	2	18
Ducklett	Backers♀ Kay & Ali	31	2	18
Swanna	Backers♀ Kay & Ali	39	2	18
Swanna	Backers♀ Kay & Ali	39	2	18
Swanna	Backers♀ Kay & Ali	65	2	18
Swanna	Backers♀ Kay & Ali	65	2	18
Liepard	Backers♂ Les & Web	65	12	NULL
Liepard	Backers♂ Les & Web	65	12	NULL
Scolipede	Backers♂ Masa & Yas	31	8	7
Scolipede	Backers♂ Masa & Yas	31	8	7
Scolipede	Backers♂ Masa & Yas	39	8	7
Boldore	Backers♂ Masa & Yas	39	4	NULL
Scolipede	Backers♂ Masa & Yas	65	8	7
Gigalith	Backers♂ Masa & Yas	65	4	NULL
Whimsicott	Backers♀ Ai & Ciel	61	3	16
Lilligant	Backers♀ Ai & Ciel	61	3	NULL
Simisage	Backers♂ Alf & Fred	61	3	NULL
Bisharp	Backers♂ Alf & Fred	61	12	11
Pansear	Backers♀ Ami & Eira	31	5	NULL
Panpour	Backers♀ Ami & Eira	31	2	NULL
Simisear	Backers♀ Ami & Eira	45	5	NULL
Simipour	Backers♀ Ami & Eira	45	2	NULL
Simisear	Backers♀ Ami & Eira	61	5	NULL
Simipour	Backers♀ Ami & Eira	61	2	NULL
Minccino	Backers♀ Ava & Aya	24	1	NULL
